city,aqi,pm25,pm10,no2,co,so2,o3,temperature_c,humidity_pct,wind_speed_km/h,rainfall_mm,pressure_hpa,vehicle_count,industrial_activity_index,health_impact_score,aqi_category
Patna,440,60.613292413274,54.48956941082434,78.66522009307249,7.701950816713185,47.14754098689569,21.84718841713788,22.92096999320668,34.67145573814256,4.191729045990683,271.270993083705,963.0122939739416,87435,6.579419263777116,10,Severe
Vadodara,439,204.4200087596662,59.01885101043584,33.50365842255787,7.892520598446829,6.198564956834492,52.20787508118995,28.89811675264395,28.53890681052604,13.88458059194697,113.7443644880511,990.0326645863212,342043,2.624294042707663,10,Severe
Rajkot,439,14.64486031047888,259.3931528568267,22.82173178068994,2.088335459719926,5.500744065748874,94.21626070681866,22.19256977029254,80.09832137661704,9.045860625005028,85.12233760213078,1025.598036322587,1305,9.117495611251597,10,Severe
Agra,439,46.11434171100992,127.9329789546936,16.01836289882936,5.102426719851803,48.95577034591277,81.46000154764394,35.69548456549992,89.09332774709155,2.43868861562234,4.046719453434388,1000.307897861863,306688,3.916633751000886,10,Severe
Nagpur,439,60.13302560449689,208.1029449285134,21.94675062914085,0.6983698375661761,18.15028254793079,93.70915298459131,28.7024064206064,79.64377810736607,10.19418706330806,207.6047407847027,1037.044944500062,343378,4.397874467919904,10,Severe
Patna,439,67.65099285939286,297.8930789032183,41.40443342578515,0.6584750586177057,14.97352855293886,12.92691210518874,10.84247703480351,24.7873171278364,9.086278479747133,217.1561034565297,1023.48257422388,84631,0.986411193907064,10,Severe
Bangalore,439,118.2951495369632,94.52694507769316,48.07126102013976,8.882207949895724,38.31192152425763,71.7154301908786,25.20376411543958,34.38286353297148,9.3828061613163,55.87877376960145,1043.857013329081,366875,9.459385252413076,10,Severe
Kolkata,439,36.80319332656654,26.12924460365983,15.41990890319294,8.958900064436904,29.52560021713415,26.4368437196102,15.16083740130733,77.4522915746586,14.81250522633631,229.7562660977846,985.8769105164008,157022,7.474605820082375,10,Severe
Indore,439,71.53745035954776,82.23460993301772,10.40961500686735,0.1676603038263295,12.9370993833096,96.16211796623156,17.36023477036366,68.35327643870167,2.154725893989274,253.0041376769238,970.2312653410556,450208,4.734692514073135,10,Severe
Surat,439,172.2973300410819,151.7074018395103,36.21909390528634,7.499309160714189,44.49384002986823,8.72445018136476,26.50051055087417,22.42170523354401,11.77117757805868,82.87906738408716,1014.732150774107,400212,5.423703649826517,10,Severe
Chennai,439,240.6440492582911,287.6356656535808,77.39003970141742,6.588448301005712,7.779470679463529,62.25653049057335,26.9802617477478,40.15836242479268,1.822472770623523,15.28192813065079,977.5159209066802,478270,1.809090917883533,10,Severe
Bangalore,439,100.1340807367129,275.5997889120785,40.26240222352711,8.237163792935755,24.85377479368322,28.32123177276896,35.58066830781541,37.4773261873119,19.44247034963757,49.52615227315437,1008.188252044367,385996,3.974047508256471,10,Severe
Ahmedabad,439,27.72773066972804,103.2929686285414,43.8127103492934,4.127176447432654,7.174530657690966,28.23694031760751,32.26440635446851,84.21111940658791,13.68415861452003,280.0349592447113,957.9902507136442,190808,7.247997773534784,10,Severe
Ahmedabad,439,187.5140418685072,177.371582837909,23.36530134094962,5.537283394403554,29.11242221079892,32.6105003421826,31.7549056975684,84.09337792972879,19.31727220013393,196.0332301128273,1009.087434778726,48292,7.590516955921295,10,Severe
Thane,439,174.5958734865312,90.06381639623257,76.23183021690224,5.151660688391178,39.06105656993404,34.77256275446844,11.78270794314891,43.76425440734312,18.4577118056704,266.4490298296409,1036.809936373809,418824,3.814327566115085,10,Severe
Nagpur,439,138.3737348511359,279.9530314439139,25.9526245536143,1.054898001451528,6.980779074987515,54.0102112518361,41.09974987695065,45.36818001207041,3.313581424331609,112.869451117536,1003.013166195818,145312,9.929805118920804,10,Severe
Mumbai,439,226.4984322439563,170.2359615598672,11.61619738080951,3.264671505972573,2.498570100124523,38.10403282842133,42.97938606289548,39.23587451716021,12.72136374969594,281.7189789130704,1035.547357186226,363358,0.3661191152918775,10,Severe
Ahmedabad,439,94.13058525788811,260.9138358108992,34.93406509027614,3.079969084823831,23.98534191153338,93.20866186755948,30.38516317404248,21.44313000017742,10.48600278310865,223.9191631702763,1018.218219397719,459940,1.313320167371725,10,Severe
Bhopal,439,23.55690564930413,88.2321711155268,61.70816998661432,2.775517058278101,2.079108375566873,38.32314941744516,36.19618008250993,67.90278320871631,18.74757144716787,187.8403518268049,1028.63739442564,482394,4.936771303007911,10,Severe
Indore,439,180.5360781515373,147.0138404782711,68.26007382916414,8.304515273160602,40.68999640808018,71.54945461656234,33.1035538753577,60.53732069139373,16.78296415449524,240.9507013072405,1005.285707161559,86679,0.5574652005242986,10,Severe
Surat,439,41.41253550076286,127.7403500399904,76.56199865159967,3.312561261038487,5.466172954754635,69.63453770849675,12.56436235644237,63.65636146071181,16.47994169413136,28.11253825163744,972.462420099083,206271,8.489784867565287,10,Severe
Nagpur,439,78.26961518098916,236.4828276499989,78.39997807129768,9.305586202025449,16.17666255041932,18.17321564873391,28.27675925362347,56.99808097865991,17.57744569175425,131.2136717804842,953.3071401171724,84999,4.133457205224834,10,Severe
Bangalore,438,150.6031498709318,189.1695488393009,20.6049653632713,6.234585984188425,16.05280719980748,31.6281127694071,29.97442662230309,32.88718258537933,7.88431527679316,268.0130145238522,1027.811147735728,189714,1.044811799457458,10,Severe
Jaipur,438,173.435791200821,227.027521611109,23.88683121090148,6.298894264148247,11.47169659203284,60.35746571240942,10.4815690244105,78.5103494370266,2.349784207002273,234.1145513491157,954.7860937614132,234790,8.34524665631642,10,Severe
Ludhiana,438,168.7106609291349,85.3983717269933,77.46769876121176,7.629014339648121,46.37878540736199,68.13496856856756,40.09374237885329,84.99103292832524,11.63998972207979,89.71631866462018,957.5944691708246,402375,0.4192735938509207,10,Severe
Patna,438,193.7479085613512,259.2416635302687,72.71788814754878,4.93272223097634,30.64745862624984,93.45494981092286,35.46964878773318,45.03425208320084,2.280484065168655,177.3878970447785,1028.119084452614,2848,6.7464661779155,10,Severe
Nashik,438,222.1134941592964,80.09443257120748,43.77709021702135,1.724734298993519,38.13388213104751,54.39689268541548,21.40737888395483,97.60098804618946,5.88153098243238,164.4650581633969,1032.477907129662,226565,0.1641442748251087,10,Severe
Patna,438,88.23579769218887,241.2503588272257,47.67905258260524,8.697208290792334,48.7155339914837,94.2468030606678,24.76608088229665,34.85583934007509,3.940754989408677,56.33685147442923,1045.454782066147,299356,9.93755867446829,10,Severe
Bangalore,438,21.8731655482598,141.3036073880762,53.11086695907182,3.146185147856603,39.33665209684995,81.92586968359485,15.86061894009873,22.16599831824782,18.80305881801263,133.1804838521577,1037.577773404524,121095,5.33577254406754,10,Severe
Agra,438,129.0307657757706,123.2239918976117,75.69127156684101,8.456819461884093,18.96195100330556,26.58492990219222,19.70478124219889,86.22985593007175,18.47921012274269,232.8439396009915,1015.737084245443,44248,5.714764301013519,10,Severe
Delhi,438,99.92900226710758,284.8034425786868,65.63341424345928,2.197405970012889,48.8283328879091,97.8041274574977,23.1120540312253,66.31453485076477,2.207908923426002,246.0626397949434,997.1649983606296,39973,2.150733780642835,10,Severe
Nagpur,438,136.020225910245,65.94197612750409,28.26620761225115,3.474529055544243,14.5191532600459,90.41510622440452,16.31334432459988,99.55929109940632,9.611070624557977,23.7760263043362,1036.63307084422,474050,2.277810441924818,10,Severe
Thane,438,212.5349317287217,67.41358523790004,9.46556393982194,6.94957193789687,10.94024532494935,74.52470164603456,18.47930257470375,36.87955810363877,1.614652822201849,123.6089905148864,996.0766321743588,66038,5.641575623599937,10,Severe
Hyderabad,438,62.22541580094459,152.7541447631607,56.03483296080277,0.168543710888606,43.94485248895167,30.68548258828483,17.34396706561222,56.76682337543112,7.842431170413188,177.9423935123409,986.9313659598364,51713,8.097751289206737,10,Severe
Bhopal,438,82.10454958202399,81.99831285930337,22.1081206741518,3.826766323189127,31.2744932437466,56.09267029701297,37.4380635921616,78.46453770622088,1.155459174190529,189.2395722677763,987.3566015364472,322955,7.134152754034985,10,Severe
Nashik,438,249.5684582534359,40.46029460427909,15.92320469506166,6.501761347595103,31.9142149735817,96.7933216026242,43.08906293161402,89.77051507060686,7.410205109496344,41.49282225708496,952.8644607050594,434281,3.041154671265935,10,Severe
Ahmedabad,438,82.4388187732296,299.7875644476055,31.75896355242577,6.568710769203559,37.14695311926359,61.77375818012414,27.49867777709261,23.22775429500044,0.7569827509065701,284.9118322697757,1048.492391913853,166947,8.824408304771637,10,Severe
Lucknow,438,170.169663417262,175.9131174726608,38.14604060448529,5.01362225974419,40.72169381275554,51.62287947943518,42.8038070084969,68.83477967919112,19.5176340334657,59.81957091357815,1046.164618004747,362805,2.283332663585997,10,Severe
Nagpur,438,86.01961636353414,218.5420154865971,50.5936933058614,2.567535307860821,7.607708302299121,65.91044280415139,24.30313306677444,39.28480576357443,18.4358653737776,120.0075737894371,955.2074480521665,270498,1.070908446147534,10,Severe
Thane,438,163.9962437583267,204.815950685696,68.13023548720471,4.415079918356946,2.820887113695164,82.55792450583989,41.64202679560824,62.56608055109575,10.47445375263422,91.88109995843136,999.6159818644178,109176,5.685231431750451,10,Severe
Mumbai,438,22.8611270990037,113.8565666595904,10.98619332371147,5.06332510006546,12.80433881938627,29.72362977127752,28.1736911103059,82.3692252299958,19.14336809436686,260.7225661857258,1004.381989450818,47485,6.892325618832756,10,Severe
Lucknow,438,75.66928685400944,148.857754124184,36.23929206813752,4.449600678501035,4.574834568049726,20.28845410694539,42.57806314849477,89.97752276954719,8.424975704380238,291.6006475199629,958.7059971555934,216900,3.889011635347735,10,Severe
Agra,438,224.2064435944005,169.6577253904511,35.81011843136679,1.10029972359951,36.00153110882798,58.7935851244367,28.97369843279581,37.17303363317342,0.7858804119711753,225.9983335744058,967.1526331169052,458623,7.816083048404812,10,Severe
Hyderabad,438,144.2257158523437,115.4275507027076,52.65630368406197,8.983478373295798,18.43514012132529,53.64153924076614,25.54095881942416,34.23637468762461,4.336212267445331,92.89758885715888,1007.184566625388,193404,5.171743367144417,10,Severe
Chennai,438,102.8761087117111,253.4176778675493,51.32356233619436,2.315499914569526,25.42088724001628,60.10023274730512,21.23487530349659,78.90341878627054,5.61844900866753,37.22590629945358,1009.978568881625,352819,9.649705119763016,10,Severe
Ahmedabad,438,60.77176654357837,122.606651322252,52.91563729340554,6.408865083029057,46.69700182382155,80.73912746015937,33.2137674140759,23.07010471766036,7.276826240208401,58.66829788611076,987.9895369967868,29733,4.461789519414933,10,Severe
Varanasi,437,194.9698275489283,209.0843633076522,47.31887101605184,0.8480121902366491,16.00638299123741,35.81173465107539,34.24957406944427,55.15102747196732,6.594817661921391,41.84787181417236,989.118502878268,218831,6.964020700664878,10,Severe
Indore,437,168.1274363278004,217.1673007792578,73.79655233543033,5.786495987017866,21.48378159068785,75.54023935855308,13.82167664754275,30.72140663259027,3.918826339305875,228.3568568107994,979.0115078275824,447943,4.629440491412518,10,Severe
Bangalore,437,36.62561492497524,218.1290036454052,75.49698043884408,3.11135763329027,15.83842276430467,70.99297063625016,40.70237302237248,51.42741189948068,15.57888120679202,91.04062913496875,998.6954321970778,150576,6.728076262080566,10,Severe
Jaipur,437,40.41858599033183,174.8501872230387,56.41777744512408,9.829163329859998,38.51738496738273,47.9678570114855,12.12229737876876,82.08826188761819,6.911764140410367,117.9708464462631,1021.560767134533,289771,3.893860239686828,10,Severe
Ahmedabad,437,222.2227713357241,213.7282444530582,70.57894572542524,4.450866189118215,11.17441191023026,38.37118125117446,44.34455770404636,28.47938365735423,15.11184834837459,73.47297022837013,1005.692613752321,412876,4.15520472532949,10,Severe
Chennai,437,110.4246566986509,37.03132808034307,63.31401947110632,3.017922887058508,10.44992443499666,83.83513043884167,40.57446358626672,24.87614241005843,11.65357366132946,269.3751055989279,1032.94349973157,413067,6.951107832958012,10,Severe
Thane,437,118.3978172450207,296.6892445366279,69.38641650135791,0.6312408247063999,7.08802079999986,32.91141045461946,43.04128551549213,22.14866886162612,13.80654127536164,4.575354336894854,1006.574039295166,173364,7.080249664557531,10,Severe
Agra,437,232.9310373642124,128.1406649277274,67.50516657391395,0.2365752822450716,36.33100752968843,12.52542767916654,42.57058333340697,20.40444110732678,19.33000629548309,24.84163150229959,950.0041732401088,121631,4.282999973175024,10,Severe
Hyderabad,437,26.17192008274692,219.1858844781639,62.24428896786403,8.688834931672469,17.83555100345355,91.88183414922872,19.82833121062692,70.02921628892236,15.74660692432097,6.291742599361716,962.9429632705876,314779,2.005047315059385,10,Severe
Lucknow,437,212.9282325123178,43.89421920693557,20.26873781541553,2.294228383248551,21.1519007461288,23.08050916257592,10.7731768517973,84.3536652414244,16.59924285327623,283.627188951907,1006.338161351385,34159,2.913488561671898,10,Severe
Vadodara,437,236.7185633012011,295.5005917724509,62.03986160044276,9.189057318215797,37.52348418433013,90.43715236302504,10.5625242465197,67.64225191992021,3.896011256303089,73.08262697879817,967.732922304172,487030,8.172202680775758,10,Severe
Varanasi,437,208.9413399788421,72.68466466718517,13.87325948926811,9.387358356146157,8.778034447566812,84.35576763531363,22.10779279030676,35.14886810556597,2.56954256968524,56.89685016023851,1020.426023682238,115839,8.585942042633317,10,Severe
Nagpur,437,50.25775213007539,124.5224042839478,22.33314815403447,9.501268043184313,6.823523695501136,84.21598094471753,30.23543897129236,30.55183938697198,2.736216574789514,48.51996028621696,984.4493057269294,151702,2.189990984603415,10,Severe
Bangalore,437,131.430672194224,260.5324076262332,12.30679021538033,7.419791236911583,34.34599461068495,10.67700899011958,32.14004578063928,82.55242738007487,11.88066729735019,237.3531520712705,1023.534159770756,293776,9.496302083424508,10,Severe
Chennai,437,148.266133731228,25.56226103243089,43.67617866887502,8.44304105931894,24.08482598391409,29.41663961104701,38.3140797757091,67.26000284440444,18.76213883982069,50.71630783002099,1002.661905150293,413083,2.573930558230756,10,Severe
Ahmedabad,437,133.4980213264514,287.9236186494074,32.95128169819621,6.188391164464869,48.11154818614524,88.71442198498792,32.57448274081043,33.4539024469903,14.84682297083438,49.51443383757004,1033.583153068309,301407,5.816964422999278,10,Severe
Agra,437,113.1948724514855,181.2362047249181,68.9384868995405,7.406430922530155,17.87614545573023,7.401668183655679,31.36781982111652,26.97383808430772,9.644324204546916,185.7266656505421,987.7330629977098,105278,8.685673328494751,10,Severe
Kolkata,437,223.0224870030814,280.6646565408661,59.02168171626197,4.078114895695145,12.79249671250918,26.29200625251072,15.02083191787272,91.55728023497844,13.59228188740974,219.6832282292362,960.9012406899,150550,5.959190729669615,10,Severe
Bangalore,437,225.6138819079692,48.85096198973308,10.83688535811735,3.759156326513048,29.04389152756927,60.11522927073104,20.19521099962837,43.8043878638704,2.673417125638838,193.1819202696801,955.0788310243672,267169,7.626594937951443,10,Severe
Chennai,437,203.5386925405109,244.4946189018323,63.11828412028542,7.412134793482549,49.44204004268656,65.09968816549373,19.23568380144826,43.75642967607335,12.58393559534562,112.7689964729539,980.0418201981404,37356,9.603627584320904,10,Severe
Bhopal,437,191.5999099926559,82.12576435957962,79.55214516572698,0.428195529121904,6.886930288343269,69.53211106445919,26.01465166535461,67.53530618099639,16.72277417583149,211.2970986960359,1031.565800616176,485538,8.218890080824448,10,Severe
Ludhiana,437,219.174641107282,172.0369608071823,67.91611989404447,7.196470695170373,27.27647693280592,59.85733356146486,37.4443153624884,40.56731437883337,10.85162422116963,196.2522517933972,1030.31033775876,113646,5.889871763838986,10,Severe
Indore,437,220.7214878193017,207.9294133172058,13.50281861478315,5.007165684848173,32.85448404214667,45.52209393449477,42.98112886995423,85.70932559138947,15.2926113801604,286.0944559458741,1029.81681649675,196234,7.915529684070303,10,Severe
Patna,437,90.87222228847418,78.59983355112189,5.477873929479427,3.245331058160142,2.898908105595435,63.28138727300252,18.03381724903597,87.16517300841392,16.61600258753435,58.02072001180595,994.113631498985,464553,4.719419058685965,10,Severe
Surat,437,111.4051329679898,221.8429253108582,59.4030251457937,8.646462420538224,13.93454845380869,85.55554837056911,37.74081991244061,27.88897435518427,11.93679420783898,249.6761951773438,1045.905529121468,351353,3.961852730536213,10,Severe
Ludhiana,436,196.4392973964951,30.29019898467178,71.99070059302254,0.3781135954924746,40.70382723566186,76.24579171007798,40.01998180145513,91.50339608247776,10.95476228417817,87.7122234093024,972.8550829996944,336212,2.094224126789034,10,Severe
Kolkata,436,67.17730373361842,96.72110154517868,58.39096842302862,4.720362305627477,13.00813616792477,7.30508545284591,40.27611764650811,50.02080019405339,19.43367908252015,193.7052215418373,1043.383592370098,471584,4.161794513959532,10,Severe
Delhi,436,146.3167170937185,246.5120032536523,76.51650073510906,5.475230706874508,49.32137945785241,33.08654231307683,31.90610237064974,61.38044652800722,19.5510690541661,132.9121952912336,996.8162728647789,112757,3.191906202227227,10,Severe
Hyderabad,436,60.10924865005468,134.4089647611317,9.35439323662392,4.408167940674833,22.0870785347652,72.5413092024362,17.48866877132022,33.2417624151459,19.67732691684094,178.8807977433258,1043.96304041543,249754,7.205995559978113,10,Severe
Rajkot,436,236.4335326242705,103.0255468990135,54.47775730627038,7.698919198897302,24.85773974659006,26.98434090619069,32.516122546048,30.02095433018182,9.268631522525,272.7723057715098,972.7317733695612,154145,6.925422218397179,10,Severe
Rajkot,436,157.8537613074994,144.0845803546323,66.12194325117412,4.065969734595545,48.29986696864974,92.56485480935508,44.05494199527057,49.83407328552418,0.7923251669764769,4.551849235700233,1014.998894488675,132763,7.405453024707363,10,Severe
Srinagar,436,75.61770822966568,295.2008221163161,63.61285677152235,3.193316695652813,23.03884245680612,35.96035661523722,34.2126698408232,44.91874446563961,18.73258883416838,252.7652046222741,1040.951420808535,76804,3.006632552846363,10,Severe
Patna,436,193.1876704567016,218.4028038922232,72.04792853769078,3.62761518376966,5.23432368903001,62.33853871479536,26.71073854428941,36.83039963941017,18.69294781445685,118.2859455531935,999.3994104328688,100983,5.630214167621318,10,Severe
Nagpur,436,159.5977897062159,273.743211797845,65.36156147425487,7.325337550503588,18.34289704688958,14.47674513925607,34.34611114644829,46.48599502823237,5.574997534602966,187.3859263339493,989.3710859105344,120555,4.472973918363946,10,Severe
Bangalore,436,150.496249652058,259.2754120854871,37.77177397241187,3.823533905667719,14.57663272343169,21.06047883889989,29.40975217676083,22.16435616972795,12.82712451067608,104.0880342452189,1031.147438900348,491564,2.419508871998127,10,Severe
Kolkata,436,170.1233456399846,207.0210634416208,46.50132941662707,6.151369629910225,8.084645019923075,11.89480790267721,11.83645150195134,65.0230093408563,4.852175693945618,176.2407162272323,1018.356319708462,232584,1.24292664436619,10,Severe
Bhopal,436,75.20931385625668,36.95544362416412,63.44891022996551,9.523931190153135,48.06733743267136,98.49922767916964,39.78294234964959,57.47476768230776,7.666181305309397,227.0330679759287,1042.151628308982,298201,5.494231015112646,10,Severe
Meerut,436,127.2415362425328,276.6144050755251,63.75715550849427,1.354241870188635,24.4947739812036,37.80152417753531,25.71618890271887,80.02868742467155,10.01287441662224,253.7750376856414,981.9544739805532,144916,4.317420664913529,10,Severe
Nagpur,436,11.93177960882736,138.6639993401888,17.51879789444124,7.94095999106521,35.26410835556244,9.008367122602849,25.05600941455785,77.48398371701066,15.50504149498305,126.8019759044891,993.9070052634844,485714,9.78902765990526,10,Severe
Hyderabad,436,33.62272882814104,228.5480911203093,5.935559098173397,8.20000651398355,17.25629751638911,95.50850698614478,39.62745148144575,99.59797846218017,3.340504557677304,120.5533126810475,1030.44673196911,490385,3.706141356619517,10,Severe
Lucknow,436,48.26272599342997,51.99652793882877,23.25642774744886,2.953482401789548,36.33213321720931,43.14498312829921,15.46940009955779,63.51819352312877,2.604404970193387,15.89355083035766,983.6886307711936,481882,1.000967132837745,10,Severe
Nagpur,436,132.0436680567098,90.87907057395672,41.30781130768998,5.004365902334351,22.76047754000681,95.52132894011744,28.46525012799091,89.92732112420329,13.70386977678933,75.41822354911363,965.595026254864,337354,9.885657490292488,10,Severe
Nashik,436,61.79188590543524,78.55254182035901,20.66256185368093,5.187491753317287,27.38853466717246,15.97975480647049,10.75075250902999,22.77263439757925,16.29882132179445,58.37482239988718,974.7148669515065,239869,3.341037797861151,10,Severe
Hyderabad,436,167.9835146023399,258.521638752246,44.97592858303773,5.804844565715072,31.6520944292736,14.9449157953137,27.07861534447366,59.41011552950813,4.577988226892388,58.12926314059717,970.4357137106166,209090,4.872524875061496,10,Severe
Bhopal,436,200.746311584762,57.77261226621812,52.09163224134238,0.3358698421000643,2.167297097977634,59.89108081887983,31.21892419802117,97.15402509261888,15.59671007659772,155.7490136567127,1015.347367074867,38935,6.154550763238999,10,Severe
Bhopal,436,136.3550807449313,158.6341607301039,69.50425298997229,3.540987373803381,22.88766077065337,30.74438934700991,38.15371869576666,90.7830294519478,5.529577652573133,142.2621997805552,965.9536945220084,49761,0.5115544235471392,10,Severe
Ludhiana,436,117.9839201309624,121.8495748280178,45.38782673464002,3.54855298469018,19.33838986339999,85.19305607777913,18.4847526476637,21.78672564197259,17.99238044796653,27.23443345161749,979.3452108050626,329910,8.17882300889615,10,Severe
Patna,436,10.93013317696518,252.5762765089189,28.49942854423365,5.654578921452023,48.90863736262197,86.73138290718654,40.3485540994574,36.38775715850311,14.34959614562064,257.9161387966089,1008.310782046766,438850,4.395945182804995,10,Severe
Nashik,436,177.3298214283669,161.37562781358,62.04718689325594,3.406370786201223,6.475947828219667,32.9415725946714,28.77692104446137,73.11427765328932,8.395512702669095,161.4912389843853,958.358799090946,195277,9.026225746192187,10,Severe
Bhopal,435,37.759286444729,41.29964091984416,23.5268479115588,5.604214239932462,8.618540924178925,51.6883995111211,20.4391564360758,61.71790842067773,3.603579826513607,48.98777815630108,1046.165780135549,99994,8.473880415118538,10,Severe
Rajkot,435,120.9281583621986,255.6845705613806,12.55934038549501,7.635923478461694,38.39537950272039,41.34839878089334,12.28277188764347,96.88777589259618,15.92526604604522,160.7605053729845,1041.175579064429,131547,3.209018294756597,10,Severe
Pune,435,241.5155523761148,244.7927363711466,55.62152280125668,1.086600547073618,25.99017913072922,71.92501804201322,24.36163498252707,80.83336023147288,5.511193698126727,1.457168854640956,1009.329102802859,339332,3.487132593256509,10,Severe
Ahmedabad,435,202.9743556588831,31.90646412324939,56.86529873321385,8.026547316876805,10.6415392883794,74.69626795739129,41.28180528831866,59.08661330221889,12.41322623783883,153.1724414591515,1008.610503422614,102113,7.750241729900332,10,Severe
Delhi,435,37.56618060330798,207.7683717064027,72.91890604939009,7.397291619710036,33.69225428121252,72.31802549248751,41.10419899228487,91.7228026562056,9.036476199829517,232.1435650695281,1026.783348010186,224046,1.409707411359323,10,Severe
Mumbai,435,147.4187258302436,39.93043129686009,19.07985435349109,3.599971898146112,48.44893497490099,88.96991261087095,27.5099416660377,55.39483327805215,14.92984377556593,195.3087827026305,973.944699327408,444239,1.556859070698728,10,Severe
Bhopal,435,44.06801502897351,201.5391053939786,21.86584651834882,3.433620425791186,16.59677298908941,41.31850778788925,21.59457364334983,43.24046765478051,3.795590724604958,49.48452464785507,964.6750879924958,185053,6.977656579782634,10,Severe
Varanasi,435,190.024947292815,67.07446054758024,52.5564117365189,0.3426086766099499,39.44082351980185,44.36396397829358,30.05961045023974,26.82989380607628,3.969192588197752,27.38065021775112,1024.008237381624,443290,9.304013449809217,10,Severe
Nagpur,435,64.61875949429425,267.935108859223,69.53154829471367,8.372382545601804,43.99799563389034,87.5357471803181,15.80566443232943,70.32425628759495,1.291550657062994,127.5989975094306,1014.433357035789,269541,8.588854558399635,10,Severe
Srinagar,435,162.2730977157405,33.15757013930092,72.37179047237528,1.725581237084079,2.18459258925475,65.4266226581017,11.61002807200039,23.1445095512827,17.35837613218311,200.7850092066061,958.6489179597844,32043,7.125776068674121,10,Severe
Kolkata,435,76.12825789960883,225.9615428868508,19.4311767504953,3.402624035991731,4.059822790347908,27.1544528088606,10.17580065140793,63.7871914087816,10.31606654813829,25.0503670357879,961.899356695338,487846,8.394975788660613,10,Severe
Kolkata,435,183.0395037234674,273.9220727302173,28.51166174951448,2.300940272823443,49.61898244011132,79.77776843023693,14.23962770179926,82.85540276049244,1.776120253144196,149.8583415691406,1028.74154915429,17285,2.770995946310904,10,Severe
Ludhiana,435,76.26728067853418,34.85102433995257,21.16657797218825,5.475281076706895,37.97238892845008,97.05308384602242,19.07828558584747,68.66456975908535,6.918278113672581,25.23836007900888,965.9603820986732,346979,4.679594749026913,10,Severe
Ludhiana,435,64.52897923881925,149.1943366972622,5.278743543602136,7.395411606630463,47.34371343748131,22.94417576152577,24.79265745266331,62.16794322342407,11.26953768230026,133.4024605826607,1045.461191956652,264000,3.805296162623284,10,Severe
Indore,435,73.23420889210458,68.39476198347563,52.60532999476288,6.159231660268384,44.904393194032,18.42813715075643,31.51368369183163,91.97724858196828,11.06350529663549,72.17476467635325,1027.396105533529,367134,9.58986680723858,10,Severe
Kolkata,435,200.6657469355166,107.4279881018702,12.82062507029537,8.048573172125645,13.45479126942841,37.37772155479917,42.6111703066023,86.50885313386063,6.300245737848082,235.1907516777202,1014.781999926462,22352,7.820294853086303,10,Severe
Indore,435,241.6815938502579,259.1674315924085,44.55445132863137,9.563357729200956,45.79400693179537,22.73618794574432,41.91898318620663,61.32661876310435,4.433468084200701,67.97608742014957,1032.822453268403,36194,4.558249166141902,10,Severe
Hyderabad,435,160.015289986162,245.2763346976563,61.47587421540713,8.867645735201732,12.58063875662515,19.17261553906233,29.39087323931956,89.73794136317504,10.93762651445641,287.2561285754939,1017.156933482875,86928,8.220095929912603,10,Severe
Meerut,435,183.1048877901603,38.43932704996881,60.21888556084646,9.86230890611088,19.35612601605646,33.93503101775967,21.73123706712585,84.30533964481688,3.189845904304818,276.3435188872457,1023.749491710682,77408,1.556971594065931,10,Severe
Mumbai,435,47.51886080321072,165.1533557430314,49.1795400047473,7.468749872740752,35.29840201670071,76.50704236147486,11.53313627107438,42.20822286423511,11.86917849186154,30.54489863107058,967.5735062433276,227568,0.5944289196991159,10,Severe
Vadodara,434,179.0315070451801,272.5646966072386,6.824176835064326,7.949143834735643,17.24071185188769,51.27245711218586,33.27466089224477,96.12076124562256,14.44985731938563,202.7098969836366,952.4079714217128,440008,4.581698545091443,10,Severe
Thane,434,201.562930605532,84.66681254041164,46.91564055241966,9.050318908760936,11.25225371214345,65.8191637808485,26.82065815778482,65.00259017427304,12.98455615282874,200.9117560967466,1028.882232243615,409621,7.543114671968009,10,Severe
Pune,434,80.35371756628217,289.8650789830073,75.19613585178544,7.518939194985561,16.43844785453061,46.48684734387821,42.88316135152262,49.90659204781678,19.00444058577823,288.1478629406471,982.6676037600992,416084,9.70158573487164,10,Severe
Nashik,434,241.0494520588284,27.81998888360092,26.36641434268914,8.301658065316504,36.85954891873382,6.973456713291641,14.87415327628392,36.8061703528398,0.8356899992025701,249.2986509968928,962.8734432158376,256648,9.850879990693286,10,Severe
Surat,434,76.91536529612902,26.27788808556787,37.20218468821037,9.715576729679496,48.66542993661201,14.99674037987795,28.38730912968063,55.69096554630601,17.56503264594617,242.8178970576163,1031.664882592256,305109,1.236669355211459,10,Severe
Nagpur,434,220.4688119820585,89.53393428501302,8.491230003430033,7.881832509554492,18.00625456762721,50.80578262375792,15.73833554828707,32.27570364318339,16.91783334073666,3.772217500526487,1029.564105170403,377752,4.247622740990396,10,Severe
Patna,434,14.74519090772972,177.5747845145312,79.7537422136703,8.34561174908336,17.11153144478871,62.30390235226576,34.13368525146392,24.39742946235121,16.89192911904158,162.6584311820998,972.1848760376982,28938,5.057168989864186,10,Severe
Indore,434,18.57914345882376,298.5558383618439,25.12460810505311,7.595365618632012,3.601149332393577,76.26590423220416,20.03807271956363,92.85913721431244,10.25505369656371,137.0482103659651,1013.784829899297,216502,9.888537144759498,10,Severe
